job_id,job_title,salary_usd,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,company_name
AI00175,Research Scientist,74172,MI,CT,Israel,M,Israel,100,"Statistics, Kubernetes, GCP, Spark",PhD,2,Government,7.5,Algorithmic Solutions
AI00176,Computer Vision Engineer,105632,MI,FL,Finland,L,Norway,100,"AWS, R, MLOps",Bachelor,3,Government,9.4,Machine Intelligence Group
AI00177,Principal Data Scientist,89515,MI,CT,Singapore,L,South Africa,100,"PyTorch, NLP, Computer Vision",Associate,4,Gaming,7.4,DataVision Ltd
AI00178,AI Software Engineer,102319,MI,FL,Denmark,M,Colombia,50,"Deep Learning, Mathematics, Data Visualization, NLP",Associate,4,Energy,6.2,Cognitive Computing
AI00179,AI Software Engineer,110536,MI,CT,Denmark,M,France,50,"SQL, Spark, Mathematics, Linux, TensorFlow",Associate,2,Real Estate,5.4,DeepTech Ventures
AI00180,NLP Engineer,176372,SE,FL,Denmark,S,Denmark,0,"SQL, AWS, Computer Vision",Bachelor,5,Technology,8.0,AI Innovations
AI00181,AI Software Engineer,58111,EN,FT,Austria,S,Austria,100,"Docker, Linux, Java",Bachelor,0,Finance,5.6,Digital Transformation LLC
AI00182,AI Product Manager,39802,SE,PT,India,M,Spain,100,"Git, Hadoop, Linux",Associate,8,Consulting,8.3,Digital Transformation LLC
AI00183,Head of AI,147385,SE,FL,France,L,Denmark,50,"Java, Statistics, AWS, Scala",Master,9,Consulting,8.6,Cloud AI Solutions
AI00184,Research Scientist,118122,EN,FT,Denmark,L,Denmark,0,"Git, Scala, MLOps, Docker, Hadoop",Associate,0,Automotive,9.3,Cloud AI Solutions
AI00185,AI Architect,75225,EN,FT,Australia,L,Russia,100,"Deep Learning, MLOps, Linux",Master,0,Real Estate,7.5,Machine Intelligence Group
AI00186,AI Research Scientist,48325,EN,FL,Canada,M,Canada,100,"Spark, TensorFlow, Hadoop",Associate,0,Manufacturing,6.2,Algorithmic Solutions
AI00187,Data Scientist,64973,EN,CT,Sweden,L,Sweden,0,"Git, Spark, NLP, MLOps",Master,0,Energy,6.4,AI Innovations
AI00188,Computer Vision Engineer,78182,MI,PT,Australia,M,Australia,50,"Hadoop, Docker, Computer Vision, Linux",Associate,4,Retail,7.9,Cloud AI Solutions
AI00189,Data Analyst,357875,EX,PT,Norway,L,Norway,50,"Git, AWS, Linux, Tableau, Java",Associate,10,Retail,8.0,Advanced Robotics
AI00190,AI Software Engineer,61953,SE,FT,India,L,India,50,"AWS, NLP, Tableau, SQL, PyTorch",Associate,8,Finance,6.3,Advanced Robotics
AI00191,AI Product Manager,236982,EX,FL,Denmark,L,Poland,0,"AWS, Kubernetes, Tableau",Master,10,Gaming,5.1,Smart Analytics
AI00192,Principal Data Scientist,90203,MI,PT,Austria,S,Austria,50,"Python, R, MLOps, GCP",PhD,3,Finance,7.5,Autonomous Tech
AI00193,NLP Engineer,109984,SE,CT,Japan,S,Switzerland,0,"Data Visualization, Linux, SQL",Associate,7,Energy,8.0,DeepTech Ventures
AI00194,AI Specialist,146371,EX,PT,Canada,S,Ireland,100,"MLOps, Python, Scala, Docker",PhD,14,Healthcare,5.4,Machine Intelligence Group
AI00195,Deep Learning Engineer,268088,EX,PT,Netherlands,M,Netherlands,0,"NLP, AWS, Tableau, Scala, Computer Vision",Associate,10,Finance,9.5,Predictive Systems
AI00196,Data Engineer,97647,MI,CT,United Kingdom,S,Norway,50,"Java, Data Visualization, Scala, R",PhD,4,Government,6.2,DeepTech Ventures
AI00197,Principal Data Scientist,221711,EX,FT,Germany,S,Turkey,0,"TensorFlow, Kubernetes, NLP, PyTorch",Bachelor,17,Gaming,8.9,Machine Intelligence Group
AI00198,Data Scientist,78716,EN,PT,Germany,L,Germany,100,"Azure, Statistics, Kubernetes, Java",Bachelor,0,Automotive,8.2,DataVision Ltd
AI00199,Principal Data Scientist,169717,SE,CT,Switzerland,S,Switzerland,50,"Spark, Scala, PyTorch, Statistics",Master,5,Education,9.5,DeepTech Ventures
AI00200,Data Analyst,92798,MI,CT,Austria,L,Austria,50,"Linux, Kubernetes, SQL, Git",PhD,4,Consulting,6.4,Neural Networks Co
AI00201,AI Product Manager,37177,MI,FL,China,S,China,0,"R, AWS, Hadoop, Spark",Associate,2,Automotive,6.1,Digital Transformation LLC
AI00202,Data Analyst,85505,MI,CT,Israel,S,Israel,50,"Java, Linux, R",Bachelor,4,Gaming,5.1,Future Systems
AI00203,Robotics Engineer,113625,MI,FT,France,L,France,100,"R, Python, Data Visualization, Scala",Associate,3,Automotive,5.8,Advanced Robotics
AI00204,ML Ops Engineer,121846,SE,PT,Australia,L,Australia,50,"NLP, AWS, Docker, Python",Master,6,Retail,7.4,DeepTech Ventures
AI00205,Robotics Engineer,115136,MI,FT,Japan,M,Japan,50,"Scala, Python, Mathematics",Bachelor,3,Finance,6.3,Neural Networks Co
AI00206,Data Scientist,265646,EX,FT,France,L,Canada,0,"PyTorch, Computer Vision, SQL, AWS",Bachelor,16,Healthcare,9.4,Predictive Systems
AI00207,AI Consultant,92726,EN,FT,Switzerland,L,Switzerland,0,"Kubernetes, R, GCP, MLOps, Mathematics",Bachelor,0,Telecommunications,9.8,AI Innovations
AI00208,Research Scientist,50607,EN,FL,Israel,S,Israel,100,"Azure, Tableau, Kubernetes, Deep Learning, Computer Vision",Bachelor,0,Telecommunications,8.6,Autonomous Tech
AI00209,Machine Learning Researcher,219875,EX,PT,Sweden,L,Sweden,50,"NLP, Kubernetes, Tableau, Linux, R",Master,15,Automotive,8.4,TechCorp Inc
AI00210,Robotics Engineer,93342,EX,CT,China,M,China,100,"Spark, Python, Azure",Master,11,Transportation,7.2,AI Innovations
AI00211,Data Scientist,99132,MI,FL,Netherlands,L,Netherlands,50,"Python, Linux, R",PhD,3,Government,9.7,Advanced Robotics
AI00212,Data Analyst,148775,SE,CT,Singapore,L,France,0,"Java, PyTorch, Scala",Associate,5,Real Estate,6.3,Smart Analytics
AI00213,Data Scientist,63090,EN,CT,Denmark,S,Denmark,100,"AWS, MLOps, Python, Tableau, Azure",Master,0,Retail,5.4,Neural Networks Co
AI00214,Robotics Engineer,39782,EN,CT,China,L,China,0,"Data Visualization, NLP, Python, R, Computer Vision",Bachelor,1,Transportation,8.9,Quantum Computing Inc
AI00215,AI Architect,240915,EX,PT,Canada,L,Canada,0,"TensorFlow, Java, MLOps",Master,14,Energy,7.3,Advanced Robotics
AI00216,Robotics Engineer,69061,MI,FL,Singapore,S,France,100,"Data Visualization, Linux, Tableau, Mathematics, Kubernetes",Master,4,Real Estate,6.9,Future Systems
AI00217,Machine Learning Engineer,146403,SE,PT,Netherlands,L,Netherlands,100,"Python, Scala, Java, Computer Vision, Azure",PhD,5,Gaming,8.4,Algorithmic Solutions
AI00218,AI Consultant,56884,EN,CT,Finland,M,Finland,100,"Python, Mathematics, Tableau, Kubernetes",Bachelor,1,Government,9.1,Autonomous Tech
AI00219,AI Consultant,172277,SE,PT,Switzerland,L,Switzerland,0,"Hadoop, Spark, Kubernetes, PyTorch, Azure",Bachelor,9,Technology,9.7,Quantum Computing Inc
AI00220,Data Engineer,254054,EX,CT,Austria,L,Austria,100,"R, Tableau, Data Visualization, Spark",Bachelor,17,Education,9.8,Digital Transformation LLC
AI00221,Machine Learning Researcher,97442,SE,FT,Germany,S,Germany,50,"Computer Vision, Linux, TensorFlow",PhD,5,Retail,5.5,DataVision Ltd
AI00222,NLP Engineer,84037,EX,PT,China,S,China,50,"Computer Vision, NLP, GCP",Bachelor,19,Retail,6.0,Autonomous Tech
AI00223,Principal Data Scientist,104614,MI,CT,Netherlands,S,Netherlands,50,"SQL, Python, Linux, Computer Vision, Hadoop",Bachelor,4,Telecommunications,7.9,Digital Transformation LLC
AI00224,Data Scientist,103566,SE,CT,Finland,S,Finland,100,"Git, Linux, Java, Statistics",Bachelor,7,Manufacturing,8.0,Predictive Systems
AI00225,Autonomous Systems Engineer,69417,EN,CT,Ireland,L,Canada,50,"Data Visualization, Java, Docker, Kubernetes",Master,0,Energy,9.4,Cloud AI Solutions
AI00226,AI Product Manager,27748,EN,FT,China,S,Israel,100,"NLP, Java, TensorFlow",Master,0,Automotive,5.8,Autonomous Tech
AI00227,NLP Engineer,245370,EX,FL,Sweden,M,Sweden,100,"Tableau, Java, TensorFlow",Master,14,Real Estate,8.4,Cognitive Computing
AI00228,AI Software Engineer,86794,MI,FL,Japan,S,Japan,50,"Scala, SQL, Hadoop, Statistics, GCP",Bachelor,4,Finance,8.2,Cloud AI Solutions
AI00229,Computer Vision Engineer,58554,EN,FT,Ireland,S,Ireland,0,"Linux, Java, R, SQL, Mathematics",Master,1,Healthcare,9.3,Cognitive Computing
AI00230,AI Specialist,152077,SE,FT,United Kingdom,L,Canada,50,"Kubernetes, Git, Statistics",PhD,6,Automotive,9.6,Cognitive Computing
AI00231,Data Scientist,152349,EX,FT,Japan,S,Japan,50,"MLOps, Scala, Java",Associate,10,Healthcare,5.5,Quantum Computing Inc
AI00232,Deep Learning Engineer,155935,EX,FL,Israel,S,Ghana,50,"Python, Hadoop, Git",Associate,17,Retail,8.8,Predictive Systems
AI00233,Deep Learning Engineer,299354,EX,FL,Switzerland,S,Switzerland,100,"MLOps, Scala, Docker",Bachelor,14,Retail,6.8,Advanced Robotics
AI00234,Autonomous Systems Engineer,112130,SE,FT,Japan,M,Japan,100,"SQL, Azure, Deep Learning",Associate,5,Energy,9.4,Cognitive Computing
AI00235,AI Product Manager,299005,EX,CT,United Kingdom,L,United Kingdom,100,"Tableau, Python, MLOps, Statistics, Computer Vision",Master,16,Transportation,9.5,Cloud AI Solutions
AI00236,AI Product Manager,57697,EN,FL,Japan,M,Japan,100,"Python, TensorFlow, Deep Learning, MLOps",PhD,1,Energy,9.7,DataVision Ltd
AI00237,Deep Learning Engineer,140199,EX,FT,Singapore,S,Singapore,0,"Docker, Data Visualization, Python",Associate,18,Manufacturing,6.7,Predictive Systems
AI00238,Computer Vision Engineer,107028,EX,CT,China,M,Ghana,50,"Git, Linux, Statistics, Mathematics",PhD,11,Education,5.8,Future Systems
AI00239,Data Analyst,48978,EN,FL,South Korea,M,Switzerland,50,"Computer Vision, Kubernetes, Git",Associate,1,Gaming,7.3,Future Systems
AI00240,Principal Data Scientist,101366,MI,FL,France,M,France,100,"Python, Data Visualization, Linux, Azure",Master,3,Manufacturing,6.7,DataVision Ltd
AI00241,AI Research Scientist,79125,MI,CT,Netherlands,S,Netherlands,100,"Computer Vision, GCP, NLP, Statistics",PhD,4,Media,7.8,Smart Analytics
AI00242,Machine Learning Engineer,51110,SE,FL,China,S,China,50,"TensorFlow, Mathematics, Deep Learning, Computer Vision, R",Master,6,Automotive,9.8,Cloud AI Solutions
AI00243,Data Scientist,96374,MI,PT,Germany,S,Germany,0,"Deep Learning, SQL, Git, PyTorch",Associate,3,Retail,8.8,TechCorp Inc
AI00244,Autonomous Systems Engineer,92286,EN,PT,Singapore,L,Singapore,100,"AWS, Java, Python, Mathematics",PhD,0,Energy,8.3,Advanced Robotics
AI00245,Data Scientist,102456,SE,FL,Sweden,S,Sweden,100,"PyTorch, Git, R, Azure",PhD,7,Education,6.9,Algorithmic Solutions
AI00246,ML Ops Engineer,138420,EX,CT,Sweden,M,Sweden,50,"PyTorch, Docker, Data Visualization, GCP, TensorFlow",PhD,17,Transportation,5.3,DataVision Ltd
AI00247,AI Software Engineer,203654,EX,PT,Canada,L,Canada,100,"SQL, Kubernetes, Computer Vision, GCP",PhD,12,Retail,8.1,Advanced Robotics
AI00248,Robotics Engineer,121706,SE,FT,Austria,L,Austria,50,"Hadoop, Data Visualization, Python, TensorFlow, Mathematics",PhD,8,Real Estate,9.1,Neural Networks Co
AI00249,AI Software Engineer,112939,SE,CT,Singapore,S,Netherlands,0,"R, Azure, Computer Vision, Deep Learning",PhD,9,Consulting,10.0,Smart Analytics
AI00250,AI Software Engineer,223145,EX,CT,Germany,L,Brazil,50,"Kubernetes, Scala, MLOps, Statistics",Bachelor,19,Energy,7.1,AI Innovations
AI00251,Data Engineer,198959,EX,FT,Australia,M,Australia,0,"Spark, Python, Deep Learning, TensorFlow, Mathematics",Master,11,Telecommunications,7.1,Neural Networks Co
AI00252,Machine Learning Engineer,249841,EX,CT,United States,M,United States,100,"Scala, Linux, Java, Data Visualization",Associate,14,Healthcare,7.0,Machine Intelligence Group
AI00253,AI Architect,81300,EN,CT,Switzerland,S,Switzerland,0,"SQL, Python, Scala",Master,0,Energy,9.0,AI Innovations
AI00254,Machine Learning Engineer,89201,EX,CT,China,L,Colombia,0,"Kubernetes, Mathematics, Data Visualization, SQL",Master,16,Gaming,5.7,TechCorp Inc
AI00255,Robotics Engineer,123827,MI,CT,Switzerland,M,Switzerland,0,"Mathematics, GCP, AWS, SQL, NLP",Master,4,Telecommunications,8.3,Quantum Computing Inc
AI00256,AI Product Manager,321014,EX,FL,Denmark,M,Denmark,100,"Hadoop, Scala, MLOps",Master,16,Finance,5.3,Neural Networks Co
AI00257,ML Ops Engineer,195690,EX,PT,Ireland,L,Ireland,100,"Azure, Kubernetes, PyTorch",Associate,11,Education,6.2,Neural Networks Co
AI00258,AI Software Engineer,88109,MI,FL,Singapore,M,South Korea,100,"SQL, Hadoop, Tableau, Spark",Bachelor,2,Government,9.9,AI Innovations
AI00259,Deep Learning Engineer,93310,SE,PT,Germany,S,Germany,0,"TensorFlow, Statistics, Mathematics",Associate,8,Retail,5.5,Smart Analytics
AI00260,Deep Learning Engineer,180162,EX,FL,Netherlands,S,Netherlands,100,"PyTorch, Java, Spark, NLP",Associate,12,Technology,9.7,Autonomous Tech
AI00261,Deep Learning Engineer,324764,EX,PT,Switzerland,M,Switzerland,0,"TensorFlow, Kubernetes, Docker, Tableau, Scala",Associate,14,Manufacturing,8.2,Quantum Computing Inc
AI00262,AI Consultant,57105,EN,FT,Singapore,M,India,0,"Scala, Data Visualization, Python, GCP",Associate,1,Telecommunications,6.9,DataVision Ltd
AI00263,Research Scientist,131121,EX,PT,Finland,M,South Africa,100,"Data Visualization, R, Kubernetes",Bachelor,11,Education,7.3,Digital Transformation LLC
AI00264,NLP Engineer,87993,SE,FL,Israel,S,Netherlands,50,"MLOps, Deep Learning, Azure, Kubernetes",Associate,6,Real Estate,9.4,Cognitive Computing
AI00265,Data Analyst,77654,EN,CT,Austria,L,Austria,50,"PyTorch, Hadoop, Tableau, Docker",Associate,1,Retail,7.7,Neural Networks Co
AI00266,Machine Learning Engineer,47769,EN,PT,Australia,S,Australia,50,"Java, Python, Data Visualization, Docker",Master,1,Transportation,5.2,Neural Networks Co
AI00267,NLP Engineer,112750,SE,PT,United Kingdom,S,United Kingdom,100,"Git, Statistics, Spark",Master,8,Real Estate,5.5,Predictive Systems
AI00268,AI Architect,63413,EN,PT,Denmark,S,Denmark,0,"Tableau, Hadoop, Statistics, MLOps",Associate,0,Gaming,7.5,DataVision Ltd
AI00269,Robotics Engineer,96518,SE,FT,Austria,S,Norway,0,"GCP, Deep Learning, Java, Statistics, Spark",Bachelor,5,Automotive,8.4,TechCorp Inc
AI00270,AI Research Scientist,136768,MI,PT,Norway,M,Norway,50,"Python, Java, SQL",Bachelor,4,Healthcare,9.5,Smart Analytics
AI00271,Research Scientist,143660,SE,FL,Canada,L,Canada,100,"Statistics, Java, Data Visualization, Azure",Master,8,Education,6.7,Algorithmic Solutions
AI00272,Data Engineer,122612,SE,FT,Singapore,S,Singapore,50,"GCP, Azure, Tableau, Computer Vision, Scala",Associate,9,Media,5.8,TechCorp Inc
AI00273,Principal Data Scientist,224629,EX,FL,Australia,S,Australia,100,"R, SQL, Kubernetes, Statistics, Linux",Master,15,Healthcare,9.6,Cognitive Computing
AI00274,Computer Vision Engineer,110517,SE,FT,France,L,France,50,"Python, TensorFlow, Hadoop, R",PhD,7,Manufacturing,8.2,Advanced Robotics
AI00275,Robotics Engineer,78533,EN,CT,Singapore,M,Singapore,100,"Deep Learning, Spark, Git",Bachelor,0,Government,5.7,Future Systems
AI00276,Head of AI,282152,EX,CT,Switzerland,S,United Kingdom,50,"Spark, Kubernetes, SQL",PhD,15,Energy,7.0,DeepTech Ventures
AI00277,Data Scientist,240352,EX,CT,Switzerland,M,Switzerland,50,"TensorFlow, Spark, Computer Vision",PhD,18,Automotive,6.8,Cognitive Computing
AI00278,Computer Vision Engineer,87353,EN,FL,Switzerland,M,Switzerland,50,"Java, Git, AWS",Associate,0,Technology,7.5,DataVision Ltd
AI00279,Research Scientist,201368,EX,FL,Austria,M,Austria,100,"Git, PyTorch, NLP",Associate,10,Transportation,6.4,Cognitive Computing
AI00280,AI Consultant,102371,MI,FT,Sweden,M,Sweden,50,"Scala, Java, Linux, AWS",Associate,3,Telecommunications,6.5,Cloud AI Solutions
AI00281,Machine Learning Engineer,160729,MI,FT,Denmark,L,Denmark,50,"Python, TensorFlow, Kubernetes, Mathematics, MLOps",PhD,3,Government,7.8,Cognitive Computing
AI00282,Data Analyst,127341,SE,CT,Ireland,L,Finland,0,"Python, Linux, TensorFlow, Java",Associate,8,Manufacturing,6.4,Cognitive Computing
AI00283,AI Product Manager,132125,SE,FT,Netherlands,L,Netherlands,50,"Deep Learning, Computer Vision, Tableau",Associate,6,Manufacturing,7.0,Advanced Robotics
AI00284,Data Scientist,106892,MI,PT,Canada,L,Canada,100,"MLOps, Python, Computer Vision, AWS",PhD,2,Gaming,5.5,Digital Transformation LLC
AI00285,Machine Learning Researcher,101740,MI,CT,Germany,L,Germany,100,"Scala, Python, Tableau",Master,3,Finance,8.8,DeepTech Ventures
AI00286,Machine Learning Researcher,48965,MI,PT,China,M,China,0,"Python, TensorFlow, Spark, GCP",Bachelor,2,Automotive,5.9,Future Systems
AI00287,Autonomous Systems Engineer,53173,EN,FL,Sweden,S,Sweden,50,"TensorFlow, Kubernetes, Python, Data Visualization, GCP",Master,0,Telecommunications,8.3,Machine Intelligence Group
AI00288,Computer Vision Engineer,201645,EX,PT,Netherlands,S,Netherlands,100,"Scala, Kubernetes, Data Visualization",Associate,17,Real Estate,9.2,DataVision Ltd
AI00289,Robotics Engineer,47718,MI,FT,China,L,China,100,"R, Kubernetes, AWS, SQL, TensorFlow",Master,3,Retail,6.2,Neural Networks Co
AI00290,AI Architect,358613,EX,FL,Norway,L,Norway,0,"AWS, Java, Statistics",PhD,16,Telecommunications,9.6,Autonomous Tech
AI00291,AI Product Manager,96280,EN,FL,United States,L,United States,50,"Spark, MLOps, SQL, PyTorch, Computer Vision",Bachelor,0,Technology,6.2,Digital Transformation LLC
AI00292,ML Ops Engineer,87032,SE,PT,South Korea,S,Netherlands,50,"PyTorch, Linux, Deep Learning",Master,7,Manufacturing,5.5,Algorithmic Solutions
AI00293,AI Architect,112059,SE,FT,Japan,S,Japan,50,"Docker, Python, Kubernetes, GCP, TensorFlow",Bachelor,9,Education,7.3,Machine Intelligence Group
AI00294,AI Specialist,115102,SE,FT,Austria,L,Austria,100,"Python, Linux, Kubernetes, Hadoop",PhD,7,Automotive,9.2,DeepTech Ventures
AI00295,AI Specialist,271779,EX,CT,Ireland,L,Ireland,50,"Computer Vision, Azure, Data Visualization, NLP",Master,11,Automotive,9.0,Cloud AI Solutions
AI00296,AI Research Scientist,66364,MI,PT,Canada,S,Colombia,50,"Python, SQL, NLP",Bachelor,3,Gaming,6.6,AI Innovations
AI00297,Deep Learning Engineer,131466,MI,PT,Norway,L,Norway,50,"R, AWS, Hadoop, NLP, Spark",PhD,2,Automotive,7.9,TechCorp Inc
AI00298,Head of AI,42235,EN,FT,South Korea,S,Ghana,100,"Python, Data Visualization, Kubernetes",PhD,1,Government,6.4,DeepTech Ventures
AI00299,Deep Learning Engineer,55844,EN,FL,Netherlands,M,Estonia,50,"Java, NLP, Python, Deep Learning, Computer Vision",PhD,1,Transportation,7.9,Quantum Computing Inc
AI00300,Machine Learning Researcher,75499,EN,FT,Sweden,L,Sweden,0,"GCP, Linux, Deep Learning, Java, Kubernetes",PhD,1,Education,9.6,Future Systems
AI00301,AI Architect,84962,EN,CT,Singapore,L,Israel,50,"GCP, Data Visualization, Azure",Associate,1,Finance,6.2,TechCorp Inc
AI00302,Data Analyst,144336,MI,CT,Switzerland,M,Switzerland,0,"Data Visualization, Java, Mathematics, AWS",Bachelor,3,Gaming,7.8,Machine Intelligence Group
AI00303,AI Consultant,52300,SE,PT,China,S,China,100,"Docker, TensorFlow, GCP",Bachelor,8,Consulting,9.1,DataVision Ltd
AI00304,Data Engineer,157426,EX,PT,Austria,S,Turkey,100,"Scala, Tableau, Java",PhD,13,Manufacturing,6.2,Cloud AI Solutions
AI00305,Deep Learning Engineer,174692,EX,CT,South Korea,M,Portugal,100,"Linux, Python, TensorFlow",PhD,12,Automotive,7.9,Autonomous Tech
AI00306,NLP Engineer,142293,MI,PT,Norway,L,Sweden,50,"Git, Java, Deep Learning, Linux, Mathematics",Master,2,Energy,7.1,Quantum Computing Inc
AI00307,AI Architect,109818,SE,FL,South Korea,S,South Korea,0,"GCP, Git, Statistics",PhD,9,Consulting,5.0,Advanced Robotics
AI00308,AI Research Scientist,69642,EN,FT,Norway,M,Norway,0,"Java, SQL, Scala, PyTorch, NLP",Master,0,Automotive,7.9,AI Innovations
AI00309,Principal Data Scientist,70652,MI,FL,Netherlands,S,Netherlands,50,"Computer Vision, Scala, Mathematics",Master,2,Media,9.1,Advanced Robotics
AI00310,Data Analyst,242235,EX,FL,United Kingdom,L,United Kingdom,100,"R, PyTorch, Docker",Master,12,Education,6.0,Machine Intelligence Group
AI00311,AI Architect,211982,EX,FT,Singapore,S,Singapore,50,"Hadoop, AWS, Docker",PhD,19,Manufacturing,6.8,Machine Intelligence Group
AI00312,Principal Data Scientist,88077,EN,FL,Germany,L,Germany,100,"Python, GCP, TensorFlow, Mathematics, PyTorch",Bachelor,1,Transportation,8.2,Machine Intelligence Group
AI00313,Robotics Engineer,107261,MI,CT,Germany,L,Germany,50,"Hadoop, Tableau, Java, Git",Associate,3,Manufacturing,9.7,AI Innovations
AI00314,Computer Vision Engineer,284132,EX,FT,United States,M,United States,0,"Deep Learning, Docker, Hadoop, Data Visualization",Master,10,Government,5.1,Autonomous Tech
AI00315,AI Software Engineer,105482,SE,CT,South Korea,M,South Korea,100,"SQL, Git, AWS",PhD,5,Consulting,5.9,Cognitive Computing
AI00316,AI Architect,161728,EX,FL,United Kingdom,S,United Kingdom,50,"Data Visualization, NLP, PyTorch",PhD,15,Finance,8.6,DataVision Ltd
AI00317,Data Engineer,131352,SE,PT,Norway,S,Sweden,0,"Scala, MLOps, GCP, Java",Bachelor,9,Retail,5.8,Machine Intelligence Group
AI00318,Data Analyst,161727,SE,FT,Austria,L,Finland,100,"Docker, GCP, SQL",PhD,6,Technology,5.9,Cognitive Computing
AI00319,Data Analyst,151527,SE,FL,United States,L,Romania,0,"Java, SQL, Kubernetes, Git",PhD,7,Retail,7.1,Machine Intelligence Group
